time,REE_open,REE_high,REE_low,REE_close,REE_volume,FMC_open,FMC_high,FMC_low,FMC_close,FMC_volume,DHC_open,DHC_high,DHC_low,DHC_close,DHC_volume
2024-11-07,63.33,63.82,62.83,63.62,696362,45.75,45.95,45.65,45.65,10100,34.98,34.98,34.05,34.73,45736
2024-11-08,64.02,64.02,63.43,63.72,701768,45.65,46.5,45.65,46.1,76900,34.49,34.73,34.25,34.64,91917
2024-11-11,63.72,64.12,63.13,64.12,551658,46.1,46.5,45.75,46.35,97400,34.69,34.98,34.3,34.39,91575
2024-11-12,64.51,65.1,64.21,64.91,753078,46.35,46.5,45.8,45.85,63500,34.39,34.78,34.15,34.2,67476
2024-11-13,64.71,64.71,63.92,64.51,547539,45.5,45.85,45.25,45.5,54500,34.01,34.2,32.74,33.81,170616
2024-11-14,64.71,65.1,64.12,64.12,527937,46.0,46.75,45.85,46.6,130600,34.1,34.1,33.33,33.62,54258
2024-11-15,63.82,64.31,63.72,64.12,834415,46.5,46.5,45.55,46.2,3600,33.62,33.91,33.23,33.52,58765
2024-11-18,64.02,64.21,62.74,62.83,495632,46.3,46.3,45.8,45.95,60600,33.86,33.86,33.37,33.52,52673
2024-11-19,63.13,63.13,61.95,61.95,439051,45.55,46.3,45.55,45.75,15900,33.67,33.67,33.47,33.47,89296
2024-11-20,61.95,62.93,60.96,62.93,891973,45.6,45.9,45.45,45.6,90100,33.37,33.52,33.23,33.47,297042
2024-11-21,63.33,64.12,62.93,64.12,583013,45.6,45.95,45.55,45.85,17000,33.52,33.62,33.42,33.47,178439
2024-11-22,64.12,64.31,63.43,63.82,447065,45.7,46.2,45.7,46.0,43500,33.57,34.01,33.47,33.57,63364
2024-11-25,63.92,66.38,63.33,65.99,1600690,45.85,46.1,45.85,46.1,10700,33.57,33.86,33.52,33.57,135570
2024-11-26,65.99,66.19,65.5,65.79,494663,45.9,47.0,45.8,46.75,35200,33.62,33.81,33.52,33.52,84098
2024-11-27,65.79,66.58,65.4,66.09,969244,46.4,46.8,46.15,46.8,54600,33.57,33.71,33.42,33.52,48409
2024-11-28,66.19,66.29,65.69,66.09,643178,47.0,47.0,46.25,46.8,7300,33.52,33.81,33.42,33.42,90169
2024-11-29,66.29,66.29,65.89,66.29,499804,46.4,48.2,46.4,48.2,168100,33.28,33.57,33.28,33.52,78478
2024-12-02,66.38,66.88,65.69,65.89,520063,48.2,49.2,48.2,48.6,82900,33.62,34.73,33.62,34.69,268004
2024-12-03,66.19,67.57,65.6,66.88,1035645,48.6,49.0,48.6,48.8,69400,34.88,35.17,34.69,34.98,311615
2024-12-04,67.08,67.08,66.29,66.29,492089,48.2,48.85,48.2,48.85,36100,34.98,35.07,34.69,34.78,171604
2024-12-05,66.29,67.67,66.29,67.47,1133528,48.85,48.85,48.2,48.7,19200,34.78,35.61,34.69,35.17,1234835
2024-12-06,67.47,67.57,66.88,66.88,544436,49.1,49.15,48.0,49.0,60400,35.17,35.41,34.83,34.93,332933
2024-12-09,67.37,67.37,66.58,66.88,565276,48.9,49.0,48.2,48.3,16400,34.98,35.03,34.69,34.98,354343
2024-12-10,67.08,67.57,66.48,66.48,444921,47.25,48.35,47.25,48.3,51900,34.98,35.37,34.88,35.27,394006
2024-12-11,66.48,66.68,65.6,65.69,700559,48.2,48.2,47.6,48.1,18100,35.41,35.41,34.98,35.12,322565
2024-12-12,65.69,66.19,65.1,65.1,444534,47.65,48.1,47.65,47.85,17700,35.07,35.17,34.39,34.54,327741
2024-12-13,65.2,65.99,65.0,65.6,299749,47.85,47.85,47.0,47.25,46900,34.44,34.54,34.15,34.3,180889
2024-12-16,65.6,65.89,65.1,65.3,234786,47.15,47.25,46.7,46.7,22300,34.1,34.15,33.86,34.1,503374
2024-12-17,65.3,65.99,65.1,65.6,275875,46.75,46.85,46.3,46.55,57300,34.05,34.05,33.76,33.81,118569
2024-12-18,65.6,66.88,65.5,66.88,807547,46.55,47.0,46.3,47.0,38700,33.86,34.3,33.57,34.25,229371
2024-12-19,66.09,67.27,65.89,66.38,732751,46.8,47.0,46.2,46.5,51700,33.81,34.39,33.81,34.25,263699
2024-12-20,66.38,67.27,66.29,66.78,583062,46.5,46.9,46.25,46.9,39400,34.01,34.88,34.01,34.78,360014
2024-12-23,67.47,67.47,66.88,67.08,443423,46.6,46.9,46.6,46.75,24900,34.98,37.21,34.98,37.12,2405901
2024-12-24,67.08,67.08,66.48,66.58,445862,46.5,47.95,46.0,47.45,127000,37.41,37.46,36.44,37.16,762458
2024-12-25,66.58,68.75,66.58,67.77,1078560,47.4,47.45,47.0,47.4,39100,37.16,38.67,37.16,37.7,1346546
2024-12-26,67.86,67.96,67.08,67.08,372493,47.4,47.7,47.3,47.7,42800,38.09,38.09,37.21,37.5,525331
2024-12-27,67.47,67.47,66.78,67.08,413683,47.7,48.3,46.7,46.85,45300,37.02,37.6,36.82,37.21,433876
2024-12-30,66.58,67.17,66.09,66.09,412076,46.9,47.0,46.65,46.85,10100,37.21,37.26,36.39,36.39,337989
2024-12-31,66.29,66.98,65.69,66.98,402044,46.85,47.2,46.35,47.0,15900,36.14,36.78,36.14,36.63,320880
2025-01-02,66.98,66.98,65.89,66.09,341740,47.0,47.0,46.6,46.65,2900,36.63,36.87,36.39,36.68,253874
2025-01-03,66.38,66.38,64.12,64.51,662457,46.7,47.0,46.45,46.6,36400,36.63,37.7,36.44,37.46,1535667
2025-01-06,64.51,64.81,63.03,63.13,842876,46.8,46.8,46.1,46.2,15400,37.36,38.38,36.68,36.92,617967
2025-01-07,63.52,64.12,62.83,63.92,465093,46.3,46.75,45.7,45.9,38200,36.68,37.21,35.66,35.9,735175
2025-01-08,63.92,63.92,63.03,63.23,434273,45.8,46.45,45.05,46.45,26400,35.85,35.95,34.88,35.95,1129825
2025-01-09,63.23,63.72,62.93,63.52,156123,46.45,46.45,45.8,45.95,7600,36.14,36.14,35.56,35.85,213680
2025-01-10,63.92,63.92,63.03,63.43,338632,45.95,45.95,45.05,45.05,28800,35.85,36.0,35.03,35.12,394027
2025-01-13,63.43,64.12,62.93,64.12,323039,45.5,46.5,45.2,45.8,20200,34.49,35.12,34.2,35.07,521144
2025-01-14,64.21,64.51,63.72,64.51,230548,45.35,45.95,45.35,45.5,6300,35.27,35.27,34.59,34.59,274736
2025-01-15,64.12,64.51,63.92,64.02,357840,45.55,46.5,45.15,46.0,22200,34.59,35.66,34.59,35.66,461380
2025-01-16,64.02,64.71,63.92,64.71,234809,46.4,46.4,45.9,46.0,16300,35.71,35.71,35.27,35.56,215388
2025-01-17,64.71,65.99,64.61,65.79,567028,46.0,46.35,45.9,46.35,8000,35.56,36.34,35.41,35.95,325897
2025-01-20,65.79,66.09,64.51,65.99,387124,46.35,46.35,45.7,45.9,26600,35.95,36.29,35.51,35.51,268940
2025-01-21,66.09,66.09,65.1,65.1,278404,46.3,46.5,45.85,45.9,141100,35.51,35.8,35.17,35.17,97525
2025-01-22,65.3,65.3,64.41,64.51,411778,46.4,48.8,46.2,46.35,206300,35.17,35.41,35.03,35.17,139275
2025-01-23,64.51,65.0,64.41,65.0,339998,46.05,46.6,45.85,46.6,116800,35.17,35.56,35.07,35.37,192375
2025-01-24,65.1,65.1,64.12,64.12,1194291,46.7,46.7,46.1,46.5,22900,35.37,35.46,35.03,35.22,256270
2025-02-03,64.31,64.41,63.72,64.41,186608,46.2,46.5,44.55,46.2,120600,34.59,34.69,33.62,33.62,760251
2025-02-04,64.81,65.5,64.51,65.1,397373,46.3,47.4,46.0,47.1,71800,33.62,33.71,33.23,33.57,699157
2025-02-05,65.2,65.79,65.1,65.6,338249,47.9,47.9,45.2,46.6,50300,33.57,33.91,33.57,33.91,252693
2025-02-06,65.89,65.89,65.1,65.1,394631,46.6,47.65,46.5,47.2,49200,34.1,34.3,33.62,33.71,271493
2025-02-07,65.3,66.48,65.3,65.89,810050,47.2,48.2,47.2,48.0,147300,33.81,34.39,33.76,34.01,244624
2025-02-10,65.99,65.99,65.5,65.89,513605,48.0,48.9,47.6,47.65,98800,33.96,33.96,33.52,33.52,238457
2025-02-11,66.09,66.58,65.79,66.58,576757,48.0,48.0,46.6,47.0,70700,33.52,33.71,33.37,33.37,257287
2025-02-12,66.88,67.47,66.58,67.08,664358,46.7,47.7,46.7,46.8,59600,33.33,33.52,33.33,33.37,101476
2025-02-13,67.08,67.47,66.58,66.98,520505,46.75,46.8,46.4,46.8,49000,33.18,33.42,33.18,33.37,164950
2025-02-14,66.98,67.27,66.48,66.58,617785,46.55,46.8,46.5,46.8,53900,33.28,34.01,33.28,33.91,240142
2025-02-17,66.48,66.88,65.79,65.79,499798,46.6,46.8,46.45,46.5,48900,34.05,34.49,33.96,34.05,255798
2025-02-18,65.69,66.68,65.69,66.58,445520,46.5,46.7,46.4,46.6,26500,34.01,34.2,33.96,34.15,252110
2025-02-19,66.78,71.22,66.58,71.22,3066720,46.55,47.4,46.55,46.9,31600,34.2,34.2,33.91,34.01,200313
2025-02-20,72.5,72.5,71.12,71.12,799005,46.9,47.5,46.9,46.95,40900,34.44,34.78,34.2,34.39,309335
2025-02-21,71.12,71.81,69.94,71.02,1309705,47.2,47.5,46.95,46.95,56500,34.39,34.44,34.01,34.1,235120
2025-02-24,70.82,74.97,70.43,73.98,2335081,47.6,47.7,46.75,47.0,32800,34.1,34.15,33.81,33.96,304464
2025-02-25,73.98,74.28,72.89,73.29,799075,47.0,47.05,46.8,46.9,34100,33.96,34.44,33.96,34.2,140127
2025-02-26,73.29,73.98,72.3,72.6,1091093,46.9,46.9,46.45,46.45,65500,34.25,34.54,34.25,34.3,127206
2025-02-27,73.0,74.7,72.5,74.0,837089,46.45,46.8,46.4,46.75,60700,34.35,34.49,34.15,34.25,172478
2025-02-28,74.0,74.2,72.0,72.4,1058788,46.75,47.6,46.65,47.6,127700,34.3,34.39,34.05,34.25,302452
2025-03-03,72.9,72.9,71.9,72.6,754001,47.7,48.45,47.5,47.8,130500,34.39,34.93,34.35,34.69,314088
2025-03-04,72.0,73.6,71.6,73.1,1102229,48.35,48.7,48.0,48.65,225200,34.78,34.78,34.39,34.54,249080
2025-03-05,73.2,74.4,72.3,73.1,818652,48.8,49.85,48.8,49.25,245400,34.64,34.64,34.1,34.15,315086
2025-03-06,73.5,74.8,73.1,73.7,726275,49.7,49.95,48.9,49.45,128800,34.2,34.3,34.01,34.15,419505
2025-03-07,73.9,73.9,73.0,73.3,558584,49.7,49.8,48.6,49.45,102300,34.15,34.25,34.0,34.1,486302
2025-03-10,73.6,75.7,72.7,75.0,1791200,49.95,50.2,48.9,49.45,74600,34.15,34.35,33.9,33.9,248419
2025-03-11,73.8,74.9,73.8,74.6,698079,49.45,49.45,48.9,49.05,60800,33.8,33.8,33.55,33.6,236478
2025-03-12,74.6,75.0,73.6,73.8,557900,49.05,49.35,48.8,49.05,140900,33.5,33.8,33.3,33.45,328926
2025-03-13,74.2,74.2,72.1,72.2,1058800,49.0,49.4,48.0,48.05,177100,33.6,33.6,33.05,33.05,215450
2025-03-14,72.0,72.5,70.6,70.9,1005000,48.05,48.3,48.0,48.2,68300,33.0,33.1,32.55,32.8,366857
2025-03-17,70.9,71.9,70.4,70.8,673600,47.75,49.45,47.75,48.0,53300,32.85,32.95,32.75,32.9,73807
2025-03-18,70.5,72.1,70.5,71.3,477700,48.0,48.2,47.8,47.8,61700,33.0,33.2,32.7,32.85,215627
2025-03-19,71.0,71.3,69.6,70.1,863300,47.8,48.4,47.3,47.75,47200,32.85,33.05,32.6,32.6,113324
